Title,Date,Article_content,type
Myth Buster,"2017-03-15 15:58:15							0						 				1555","�BUSTED: �When you have a nosebleed, you should sit up and bring your head forward in order to spit out blood. When you hold your head back, there is no effect and when you lie down it is worse. Holding your head back makes the blood flow into your throat and you can swallow it, which is dangerous, as you can choke. Some common instances where you can experience nosebleeds include picking your nose with your fingernails or when children put foreign objects inside. Drugs and alcohol are also a cause. A high intake of alcohol can cause a platelet problem; platelet dysfunction doesn�t allow the blood to clot. Platelet problems also appear when one has dengue fever which can also cause nosebleeds. Another cause is humus, which is not visible from the outside. It is visible only when we examine them.��explained Dr. Chandra Jayasuriya, Consultant ENT Surgeon, National Hospital, Colombo. ��",dengue
What your nails say about your health,"2017-03-15 15:50:06							0						 				5720","�Nails are not just a surface reserved for decoration. Experts can find clues to internal abnormalities and diseases just by detecting the texture, colour, shape and overall appearance of nails. Problems in the liver, lung and heart could be detected by signs in nails. ��It is always a good habit to take care of your appearance. That�s why you should check for changes in your skin and nails constantly. ��What are nails?�A horny sheath protecting the upper end of each finger and toe of humans and most other primates.� - Merriam - Webster Dictionary ���How should normal nails look?�Usually pinkish, smooth surface and with a healthy glow ���Good habits for healthy nails�	Use a personal nail cutter ��	Cut nails often. The shape of fingernails don�t matter but toenails are usually square ��	Keep nails clean ��	Manicures and pedicures should be done only by professionals. ��	When polishing nails, the top coat and base coat are mandatory ��	Remove nail polish once a week ��	Minimize the use of nail polish, nail polish removers and harsh chemicals on nails ��	If any abnormalities occur, do not hide them with nail extensions, visit a doctor if necessary. ����Nails and health�Yellow Nails - Nails with a yellow tinge - Yellow nails could indicate an underlying issue of lymphatic system. In chronic situations such as kidney diseases, nails look more whitish. Fungal infections are also responsible for yellow nails. Smoking stains also appear. Nail polish too can cause this. ��Nail Clubbing - Nails bent at the edge - loss of normal angle in the nail bed is the reason for this condition. The tips of nails are swollen or bulging and curve downward. ��White spots - Small white patches on nails - Children enjoy these as they think they signify new friendships. They are normal on children�s nails. ��On some occasions, certain types of medication for diseases like cancer are also responsible for dark pigmentation of nails. Skin pigmentations could differ and lead to spots. ��Ridges - Vertical lines occur due to age. Only horizontal ridges need attention. On a few occasions, these horizontal ridges may indicate situations like heavy metal poisoning. ��Brittle nails - Common among people with dry skin. It�s advisable to apply moisturising creams like Aqueous cream on the nail and the nail folds. ��Dark bands - Small vertical lines in darker tone - Longitudinal dark bands are common in dark-skinned people. At other times they are caused by Melanoma, skin cancer, which is a rare condition. ���Beau�s lines - Horizontal lines on nail ��These may occur following a serious illness which puts a strain on the body�s resources. Nail growth slows down during the illness and later appear as horizontal lines on the nail. Foot and mouth disease and Dengue fever are two examples. ��Nail pitting - Small pits in nails - They are common in conditions such as Psoriasis and look like scaling. It is normal for nails to look irregular when people have eczema. ��Viral warts - warts appear around the nails and spread to adjacent areas. This needs quick medical attention or it will spread and destroy the nail. ��Paronychia - Nail fold starts swelling � this occurs when inflammation takes place in the nail fold. Exposure to excess amounts of water, detergents and soap may lead to this. In addition to medication, measures to minimize exposure to water and detergents are necessary to cure this condition. ��Pale nails - whitish nails due to lack of blood circulation - this pallor is common in Anaemia and malnutrition. ��Lifting nails (Onycholysis) -nails look separate from the nail bed - they are lifted upward from the nail bed. An aggressive manicure, nail hardeners or glues could also cause damage. If the nail colour has also changed to opaque white, green or yellow, this could point to everything from a thyroid disease or psoriasis to injury and infection. � �",dengue
Are we hit by climate change?,"2017-02-20 00:02:24							0						 				1041","SL experiencing climate change effects, says Sir Robert Tony Watson The global climate will change in the present century swiftly at rates unprecedented in recent human history. The risks associated with these changes are real but highly variable. Societal vulnerability to the risks associated with the climate change may exacerbate ongoing social and economic challenges, particularly for those parts of societies dependent on resources that are sensitive to changes in climate. Risks are apparent in agriculture, fisheries, tourism and many other areas that are critical to the livelihood of both the rural and urban populations especially in developing countries such as Sri Lanka.�""�All countries do suffer from climate change as it affects physical systems including the coral reef system, rainfall, rivers and lakes. However, when you consider the situation in Sri Lanka, it could be observed that the island is vulnerable to climate change. ""�Sir Robert Tony Watson is a British chemist who has been described by the New York Times as �an outspoken advocate of the idea that human actions�mainly burning coal and oil�are contributing to global warming and must be changed to avert environmental upheavals,�.� �During his recent visit to Sri Lanka he expressed his views with the on climate change, its consequences and how it affected the world and Sri Lanka in particular. He has worked on atmospheric science issues including ozone depletion, global warming and Paleo-climatology since the 1980s.He was the former Director of the Science Division and Chief Scientist for the Office of Mission to Planet Earth at the National Aeronautics and Space Administration (NASA). �Excerpts: �What is climate change? �Over the last 100 years or so, people across the world have released greenhouse gases into the atmosphere, and they have changed what we call �radiation balance� or �atmospheric temperature.�As a result of this immoral practice, we have seen changes in the temperature, precipitation patterns as well as the sea level. This is climate change. �How has it affected Sri Lanka? �All countries do suffer from climate change as it affects physical systems including the coral reef system, rainfall, rivers and lakes. However, when you consider the situation in Sri Lanka, it could be observed that the island is vulnerable to climate change.The most recent example that could be drawn is the drought that severely affected the whole of Sri Lanka. The country also saw the sea levels rise every now and then, thereby causing saltwater intrusion. �We also monitor changes in commodities like agriculture-based products. The current drive in Sri Lanka is having adverse impacts on paddy fields, and is giving a second chance to dreadful maladies including Dengue and Malaria to raise their ugly heads. �On a different note, we should also discern that Sri Lankans have a responsibility to protect its treasured forests and other natural resources.The people should care for agriculture, coastal draws, and natural habitats and especially be conscious about conserving water as all these elements directly or indirectly impact on climate change. �As a scientist, how do you view the eco-system in Sri Lanka? �Sri Lanka is undoubtedly battered with a massive drought. When I toured the Yala National Park a fortnight ago, I was disappointed to see the tanks drained. We cannot, however, infer that this drought situation is solely due to human-induced climate change; although it significantly contributes to the cause. Anyhow, we should expect similar and much more destructive droughts in years to come.It is now high time to think of an effective and long-lasting mechanism to conserve water as it affects the eco-system in Sri Lanka. �As global warming is considered an alarming situation, in your capacity, what do you recommend as safety measures to protect our nation from this danger? �I believe that all countries fall victim to human-induced climate change; the poor countries suffer the most. We see developed countries equipped with technological, financial and institutional capabilities to address climate change. In the Sri Lankan context, the main weakness I see is that the people fail to manage the freely-available water system. They should assure that water is not wasted. �The people of Sri Lanka should give serious thought to means of managing one�s agriculture, cropping and shifting into the right crop, rising sea levels, putting up seawalls, retreating land of the seabed and so forth, as they determine to what extent climate change affects the island nation. �We now find climate adaptation funds in abundance, which Sri Lanka could benefit from. Sri Lanka should improve on the efficient use of energy. The people should utilise the specified equipment and other apparatus in construction and transportation industries. Further, Sri Lanka should reap the harvest of technological advancements -- people should concentrate more on cost-effective channels of using renewable energy and what we call �modern bituminous.� So what Sri Lanka needs to do is to reduce earth�s gas emission. �How can the public and private sectors contribute to save the green? �In my opinion, it is imperative that the administration works closely with the private sector. Climate change could be addressed only if the government puts in place apt policies, follows effective procedures and enforces stringent laws. It should encourage renewable energy and water resource management in agricultural practices. Then, the private sector will see opportunities in establishing advanced energy and irrigation schemes. Thus, both sectors will collaborate to mitigate climate change. It�s a win-win situation. �You reiterated many a time that humans were instrumental in causing climate change. Why? �Well, as individuals, all of us can use our energy more efficiently to deal with climate change. The public should push the government towards real action, and the industries towards �sustainability.� �As individuals, we can save energy, water and other valuable resources. We should exert pressure on the government and other responsible governing bodies for this worthy cause. The media would undoubtedly be an effective channel of approach. The people should be made aware of the subject and its consequences. They should know how destructive it could get if this practice was to continue. As I mentioned earlier, climate change is human-induced. Hence, the human race does not merely have a duty but a responsibility to resolve this dilemma. �Finally, what is the message you wish to convey to the world? �I would say climate change is a very serious issue that could affect everyone. With the height of technology, we surely have what it takes to address, or at least to limit, climate change. Thus, we should utilise renewable energy and adapt to climate change thereby managing water, agriculture and coastal zones more effectively.����",dengue
Papaya  leaf  extract as a Dengue cure?,"2017-02-17 00:19:29							0						 				9367","Sri Lanka is no exception where, dengue infection is a priority for the national health services for prevention and reducing mortality. In desperation, many people have resorted to use papaya leaf extract covertlyWhat is this hullabaloo, to say it in colloquial terms about eating leaves. Did Dr. Rohan Wijekoon say the leaves should be eaten raw - No. He wanted the tender leaves cooked or in a form that is eatable. There is nothing wrong, because according to my grandmother, during the 1800�s severe drought, the yams of water lillies were boiled and then tied around the waste and then when they were hungry, these boiled yams were eaten �Over the years leaves have been part and parcel of the life of rural Sri Lanka. There were Home gardens in practical every home in rural areas and they partook the leafy vegetables from these gardens. Even manioc leaves are dried for a day and then cooked for a meal. They have been used as medicinal herbs as well. So we now come to Papaya tested out now as a remedy for Dengue. �There is now an on-going investigation on leaf extract from fresh Papaya for hematological parameters and toxicological changes for treating Dengue. ��This question was touched at a � Workshop on Dengue � organized by the Faculty of Medicine, Peradeniya. This was in collaboration with � Centre of Research in Tropical Medicine �. ��For two hours experts in the area of Dengue spoke at the Senate Room of the University of Peradeniya. Their opinion was that Dengue would have in most people, but it is the serious ones that has come out into the open.The speakers were Dr. R.M. Abeyratne, Professor Ms.F. Noordeen, Dr. Udaya Ralapanawa, Professor Ananda Jayasinghe and Dr. R.M. Mudiyanse. ��In 2016, there had been 54,945 cases reported while only 75 have died. It was pointed out that most would be having the disease and would have overcome even without their knowledge. Professor Ms.F. Nordeen spoke on the research conducted and that this has been conducted on Dengue at the Faculty of Medicine in the University. �The research on Papaya extract was carried out by a team, Sinhalagoda Lekamlege, Chandi Asoka, Dharmaratne, Susiji Wickramasinghe, Roshia Waduge, Jayanthi Rajapakse, and Senanayake Kularatne.�The study was to evaluate the effect of hematological, biochemical and toxicology changes in mice after the administration of papaya leaf extract, as one of medicinal plants which has been used worldwide as a remedy food, cosmetic and widely cultivated around the world. �People in rural areas have used papaya leaf, as an alternative to treat dengue and dengue haemorrhagic fever. They believe this plant�s leaves can increase the platelet level of dengue patients shortly after receiving juice boiled or raw of the leaves, says the researchers. �The researchers in their comments say that it is an interesting study of the effect of papaya leaf extracts. The finding are also impressive, they add, would be useful for continuous study related to papaya leaf, which could be an alternative to treat dengue and malaria fever instead of prescription drugs. �The Papaya plant is laltiferous as it contains specialized cells known as lactifers that occur in most tissues and secrete latex. Lactifiers secrete latex and are dispersed throughout most plant tissues. The Papaya-latex is well known for being a rich source of the four cysteine endopeptidases namely papain, chymopapain, glycyl endopeptidase and caricain. Leaves contain an alkaloid called carpaine and a glucoside named carposide. Different parts of the papaya plants including fruit, dried fruit, leaves, dried leaves, stems, seeds and roots have long been used as ingredients in alternative medicine. For instance, the seeds are used for expelling worms and roots and seeds are used as an abortifacient agent. The leaves (especially fallen ones) are used variously for the treatment of fevers, pyrexia, diabetes, gonorrhea, syphilis, inflammation and as a dressing for septic wounds. ��Untested herbal medicines could be potentially injurious to human health. Many plants used in traditional and folk medicines are potentially toxic, mutagenic, and carcinogenic. Toxicological studies of extracts from different parts of papaya plants such as seeds, fruit, roots and leaves have been carried out using several animal models. Acute and chronic toxicities of unripe fruit of the C.papaya have been documented. Some of the traditional claims of efficacy that have been investigated scientifically using animal models and their efficacy have been proven. Recent studies showed that C.papaya leaf extract has potential anti- sickling (inhibition of sickle cell formation) properties. Indran et al. have shown that there is a protective effect against gastric ulcers in rats. Moreover, C.papaya flowers are known to have antibacterial activities[15]. The contraceptive efficacy of the seeds of C.papaya has been earlier demonstrated in rats, mice and rabbits. Oral administration of C.papaya seed extract could induce reversible male infertility and could be used for pharmaceutical development of a male contraceptive. ��Today, the researchers say, many tropical and subtropical countries are engulfed by dengue infection which is caused by viruses belonging to the Flaviviridae family. There is no specific therapy for dengue even though the infection has a significant mortality. Sri Lanka is no exception where, dengue infection is a priority for the national health services for prevention and reducing mortality. In desperation, many people have resorted to use papaya leaf extract covertly. This is applicable even to hospitalized dengue patients. However, recommending C. papaya leaf extract for dengue infection is unethical until it is proven by scientific research. Therefore, in the present study, we have investigated the effects of oral intake of pure extract of C. papaya leaves on haematological/biochemical parameters and toxicological changes in the murine model. 2. Materials and methods 2.1. Experimental animals Male white mice (average body weight 32-33 g) 6 weeks old, obtained from the Medical Research Institute, Sri Lanka were used as the model for haematological and toxicological investigation.�Animals were kept in the animal house of the Faculty of Medicine, University of Peradeniya. Three experimental trials were conducted during May 2011 to May 2012 using three sets of mice. Mice were divided into two groups, control and test, in all three trials. For the first and second trials, we used 48 mice (for each trial 12 mice/ control and 12 mice/test) and for the third trial, 36 mice were used (18 control and 18 test). All mice were given a standard commercial diet with free access to water. All mice in both test and control groups were numbered by ear tattooing. The first trial was a pilot study to plan a proper study where the following variables were considered-dose of C. papaya leaf extract, timing of blood sampling and histopathological changes in liver. The second trial refined the methodology and the third provided the results presented here. Ethical clearance was obtained from the Ethical Review Committee of the Faculty of Veterinary Medicine and Animal Science, University of Peradeniya, Sri Lanka. �The research is ongoing at the Faculty of Medicine and Veterinary Science of the University of Peradeniya on Dengue. �",dengue
Kireizuki approach to quality and productivity,"2017-02-06 10:49:07							0						 				1824","�The Japanese are known for their obsession with cleanliness. They are also known for their high quality and productivity. There is obviously a connection.�Kireizuki is a Japanese term which closely translates to the high level of cleanliness and an almost obsession with it. Chinese historians who visited Japan in the third century as well as European visitors who arrived when Japan opened up in the 16th century have commented on the fastidious Japanese where cleanliness was given the highest priority. Even Sri Lanka had a glorious sanitary system in the past as far back as the Rajarata civilization. However unlike the Japanese who kept on improving their standards of cleanliness we in Sri Lanka have seen a drastic deterioration. We are only left with historical artefacts to prove that once, a long time ago, we were a clean and hygiene conscious nation.�We even arranged for Queen Elizabeth to see the ancient toilets slabs during her visit to declare open the Victoria dam. It was as if to say, even though the country is filthy dirty now, we were more advanced than you in 500 BC. �We need to face reality and not fool ourselves. We are not a very clean nation. We do not have a culture nor do we have social rules that promote cleanliness. Historical records indicate our advanced sanitation systems and high standards of cleanliness of the Sri Lankan royalty, and there is an abundance of evidence of the precise vinaya rules for the monks.�There is no dearth of concepts nor profound proclamations about the need for cleanliness, but the actual practice is far from those abstract concepts. It is said that even Kautilya�sarthashastra had many concepts and rules for cleanliness. Kautilya has been widely studied and discussed in India and even in Sri Lanka. However Kautilya�s thoughts on hygiene and cleanliness do not appear to have made much impact on the Indian or Sri Lankan cities.�This proves the point made over and over again that South Asians are very good at conceptualizing and theorising but hopeless at implementation. I have been speaking about this, and writing about this, since 1980 when I first visited Japan and saw at first hand their cleanliness culture. When I returned I tried my best to implement some of these methods at the Sri Lanka Tyre Corporation where I worked as the Industrial Engineer in late 70s and early 80s.�I failed miserably. I only succeeded in getting my office cleaned �the Japanese way� as my colleagues called it, and it became a big joke to everyone. However in every organization I was the CEO I was successful in drastically improving the standards of cleanliness. After over 30 visits to Japan since then, I once again visited Japan at the end of last year and decided to write�this piece.�Attitude in Sri LankaI had learnt the Japanese 5S system in Japan and was the first to conduct seminars and promote this concept since the 1990s. When I took over as Chairman of Dankotuwa Porcelain Ltd and then the Japanese investors came in after �peoplisation� I had just started implementing 5S there. I still recall the conversation with the Japanese technical expert who had been in the factory for few months before and who very bluntly told me, that I may succeed in the first two steps of 5S but will miserably fail in the third step, which is mostly about cleanliness. On challenging him, his reply was that �Sri Lankans believe that they have a fundamental right to dirty the workplace and get workers, janitorial services, peons and servants to clean up�. He gave loads of examples to prove his point. He had once found a dirty piece of cloth on a machine and asked the factory manager about it, and the Factory manager called an Assistant Production Manager to attend to it, who called the supervisor who called his Charge Hand and finally a factory worker removed it. He may have exaggerated this a bit, but made his point. Next he took me into his office, sat down, wrote something on a piece of paper with a pencil and then erased it, collected the eraser dust off the table onto his palm and dusted into the waste paper basket very neatly. He looked up at me and said �That is Japanese method�. Then he took me into the general office and asked me to observe, at which point someone was just erasing something he had written. He erased, lowered his head towards the paper and blew away the erased dust across the table onto the floor. �That is Sri Lankan method� said the Japanese Expert, adding �you expect someone else to clean your mess, because you think it is your birthright to mess up your workplace�.Once a team from Sri Lanka was on a productivity and quality observation mission organized by the German GTZ. We were in Hanover, in an apartment hotel. One day there was a suggestion to cook a Sri Lankan dinner organized by a good cook amongst our team members. We cooked Sri Lankan food and after an enjoyable evening in his room and when we were breaking up I suggested that we all get together clean up the room and wash up the utensils before we head back to our own rooms. The organiser protested �Our room charge includes cleaning up so we just leave things as they are.� I was aghast and asked him �how he could possibly sleep with bits of curry spilled on the writing table and blobs of seenisambol on the floor etc. He was quite happy to sleep with all that mess because �we have the right to dirty the workplace�.�This is the problem with us Sri Lankans. This was quite in contrast to the philosophy of the Japanese. Once a Japanese Director told me how he won a competition in school and the prize was �the golden opportunity to clean the school toilets�. I am not joking. Japanese schools usually do not have janitorial services, the children clean the school themselves. In Sri Lanka a child will never be asked to clean a toilet even as a punishment. The difference is that we think it is our right to dirty the workplace while the Japanese believe it is bad manners not to clean up and keep the place clean and neat for the other person.Once a former boss of mine who had retired from the then Ceylon Civil Service told me how he refused to give an extension to an officer who never kept his institution�s toilets clean. He said whenever he visited the Institution he was greeted by an unbearable stench emanating from the toilets. On hearing the news that his extension was not approved, he had confronted the boss and asked why he did not get an extension and was promptly told the reason. In disbelief he had asked �What do you mean clean sir? They are toilets no sir�.�My boss explained to me that to many Sri Lankans a toilet is considered an excellent toilet only if it smells to high heaven, with water splashed everywhere, and generally filthy. If not, it fails to qualify as a �good toilet�. When I took over as Chairman of the ETF the toilets at the entrance were smelly and dirty, the office was disorganized and unclean. I had the whole place cleaned up and floors polished, and introduced potted plants decorating the place. Although petitions went to the Minister that I was wasting ETF money the staff soon became cleanliness conscious and maintained the office very well. Some even told me that they are so proud of the office when their friends visit them. I distinctly recall the incident when Hon Aboosally took over as the new Minister of Labour and visited the Labour Department and the ETF, which are housed in the same Labour Secretariat. He was very impressed with the cleanliness of the ETF and asked why the Labour Department could not be kept equally clean. The answer was that since most people who come to the Labour Department are floor level workers with some workplace issue, such as a dismissal, and therefore in a distressed state of mind, it would make them feel far more comfortable in a dirty smelly environment! Once again I must say I am not joking, it is a true story.Relationship of cleanliness with quality and productivityIt is obvious that breakdowns are far less if machines are kept clean and well maintained. Japan boasts of having one of the lowest breakdown rates in the world. The Japanese philosophy is to bring back to original condition every piece of equipment at the end of every day. This applies to large machines and even to your personal equipment kept on your table such as calculators, mobile phones, and even paper punches. It�s not just the breakdowns only, because poorly maintained machines will turn out defective products lowering quality yields and machines that do not perform at the rated output levels will lower your productivity as well.There is a definite direct correlation between a well maintained workplace or factory and a higher quality yield.Personal hygiene too can have a significant impact on quality and productivity as demonstrated to me by a Japanese expert. In the porcelain industry the factory has to be very clean because if iron particles (which may not be visible easily to the naked eye) rest on the item before it is fired it will end up with a black spot, easily visible, after firing, and it therefore becomes a rejected piece. Workers had been asked to regularly wash their hands with soap before they handle products before firing, but the problem still persisted. The Japanese expert then decided to visit the toilets and observe how workers washed their hands.�To his horror he found that the steps were as follows; with dirty hands they open the tap, wash, apply soap, wash again and close the tap. What happens?The dirt on the tap comes back on the clean hands. In Japan,said the expert,school kids are taught to wash their hands properly so that they take water to their hands and wash the tap before touching the tap again to close it. He was surprised that we do not teach our children in Sri Lanka how to wash their hands.Instituting a cleaning cultureAlthough there has been a remarkable change in attitudes in Sri Lanka over the past few years, we need a massive change to come upto world standards. Many years ago if a worker from Telecom came to your house to install a telephone he would do his job and depart leaving all the mess behind. Cleaning is someone else�s job.�Today it is much better. A person who came to install a shower cubicle in my home recently cleaned and vacuumed the entire area before leaving. A person who came to fix a wall bracket had an innovative method of holding the vacuum cleaner near the drill while he was drilling so that the plaster and brick dust arising from the drilling was immediately sucked in to the vacuum cleaner. Hopefully things are changing. One important aspect of the Japanese concept of cleanliness is �clean in one step rather than with two or more steps.This concept was first driven to me during my first visit to Japan in 1980. The programme included �home visits where we had to visit a typical Japanese family one afternoon, spend the evening with them, and have dinner. For the two of us Sri Lankans It was a wonderful experience. The day before we left Japan this family visitedus in our hotel and brought along with them some typical Japanese fruits. We sat in the lobby and they brought out the fruits on a plate and the knife to peel and cut the fruits. Before anything else they took out a small garbage bag and made it sit on the table with the open end in an open circle. They peeled the fruits straight into the garbage bag, so that there was no need to put the peels on something else and then collect and put into the garbage bag subsequently. It was a single step cleaning.Generally in Japanese cities today, it is hard to find garbage bins because garbage is your responsibility, and you are supposed to take the garbage home. Once when my son and I visited the �touristic city of Nikko he was wondering why there were no garbage bins anywhere, only to realise the reason when we arrived at the bus station when we saw everyone carrying their own garbage back home.Five minute SEISOOne of the recommended methods under the third step of 5S, Seiso, is cleaning your own workplace for 5 minutes at a designated time every day. At this time everyone gets up from their seats and will first arrange their tables, tidy things up, clean their own desk, chair, computer, cupboard tops etc with a cloth and other cleaning equipment such as brushes and leave everything spick and span. This will inculcate a self-cleaning culture. Today many garment factories that practice 5S have inculcated these good habits to their workers. They wash their own plates and mugs and clean the table so that �a janitorial service is not required. Even the Managing Director follows the same routine. In Sri Lanka we desperately need to take away the stigma attached to cleaning by yourself.The Castle Street Maternity Hospital was one of the pioneers to practice the Japanese 5S method and they proved with statistical data that mortality rates reduced and rate of infection reduced. Once I took a team of Indian senior managers there and they were astounded by the standard of cleanliness and were surprised that there wasn�t a single fly to be seen. This only proves that we can do it with good leadership.Machines that are not cleaned will break down more often, produce defective products and work at a slower rate. Homes, schools, and workplaces that are not hygienic will cause more disease. Even the dengue epidemic currently prevalent in Sri Lankan cities could be brought under control if we follow the Japanese practices. Let us emulate Japan and make our country the cleanest at least in South Asia.(Sunil G Wijesinha was the first Sri Lankan to be awarded the prestigious National Award by the Asian Productivity Organisation (APO) for promoting productivity in Sri Lanka, and later the only Sri Lankan to be awarded the Regional Award by the APO for promoting productivity in the Asia Pacific region. He is the most well known promoter of Japanese Management techniques in Sri Lanka and recognized as the pioneer in introducing Quality Circles and 5S to the country. He is a consultant in Productivity and Japanese management and is on the Boards of several listed and unlisted companies)",dengue
Cuba ready to support Sri Lankan industries,"2017-02-02 00:00:44							0						 				1053","Cuban Ambassador to Sri Lanka Jauna Elena Rodriguez receiving a token of appreciation from National Chamber of Commerce Deputy Senior President Asela de Livera�By Zahara ZuhairCuba, one of their main trade partners of Sri Lanka has expressed its interest to explore Sri Lanka�s coconut cultivation, hinting the possible visit of a delegation from Cuban Ministry of Agriculture to Sri Lanka.The ambassador of Cuba to Sri Lanka, Juana Elena Rodrigues has said that their embassy will welcome and �facilitate trade development activities between the two countries, which is currently experiencing a lean period.�You need to promote your products. I don�t know what you are selling and buying. The most important thing is to know is what you have and what you need. We are open. We would like to support,� she said addressing the �Bilateral trade between Sri Lanka and Cuba� session, organized by The National Chambers of Commerce of Sri Lanka (NCCSL).She said that pharmaceutical is one area where they see a potential in Sri Lanka.��Sri Lanka and Cuba have good relationship in pharmaceutical and in technological sectors,� she said.�In response, the NCCSL invited Cuba to take part in �Arogya� Western medicinal exhibition which is to take place in July in Colombo.The chamber also requested Cuba to provide technology to mechanize the local coconut industry which has a shortage of �labour as well to facilitate in providing technological assistance to do a thorough research in proving Papaya as a medication for curing dengue fever.�Local members from tea and tourism sectors too expressed their interests to do business with Cuba, which is the biggest Caribbean Island. And the ambassador asserted that 30 days visa will given for both business and tourist visas.�The two countries have worked in developing crops such as Papaya and Coconut in that past.Cuba and Sri Lanka have had official diplomatic relationship since 1959.Sharing some interesting facts about Cuba, the ambassador said the Cuban law doesn�t permit foreign investments in healthcare services, educational services and in armed forces.Cuba�s main export products are tobacco, sugar, fishing products etc, and main imports are fuel and lubricant related materials, manufacturing items etc.",dengue
"Dengue outbreak: 11 deaths, 3,500 affected in three months","2017-01-21 20:15:26							5						 				6907","Some 3500 dengue patients have been found during the past three months of this year throughout the country of which 11 patients had died, Coordinator of the Dengue Eradication Unit of the Health Ministry, Dr. Hasitha Thisera said.He warned that the people have to be vigilant as the disease had spread rapidly in 8 districts namely Colombo,Gampaha, Kalutara, Galle, Kandy, Ratnapura Jaffna and Trincomalee.He observed that mosquitoes were being bred in small water containers in which people in the drought hit Hambantota, Batticaloa, Trincomalee, Mannar and Puttalam store water for long periods. Dr. Thisera requested the people to store water in closed tanks to prevent this situation.He further warned that mosquito breeding might increase with the intermittent rain experienced in several parts of the country. (Ranjan Kasturi)",dengue
Union Assurance deploys outstanding effort to raise community awareness,"2016-12-30 00:00:12							0						 				2050","�Being continuously sensitive to the communities which they operate, Union Manushyathwaya, the CSR brand of Union Assurance was able to continue its efforts and spread health, wellness and goodness for people across the island.�As the year 2016 concludes, Union Manushyathwaya CSR activities achieved several milestones that positively impacted multiple communities.Within the year 2016, with the support of the Public Health Department of the Colombo Municipal Council and the Public Health Inspector, UA was able to successfully conduct a total of 57 dengue awareness campaigns, over 60 thalassemia awareness programs and 14 diabetes prevention programmes.�UA launched an island-wide dengue awareness campaign includinghouse�to�house visits, dengue prevention�shramadhana campaigns and leaflet distributions in order to encourage dengue preventionacross the country. As a result of these efforts, 55 dengue prevention programmes were carried out simultaneously on a single day which was asignificant achievement.In addition, campaigns were carried out to raise awareness and prevent the spread ofdiabetes. Pre-scanning sessions were carried out during these programmes to diagnose potential patients and necessary advice was provided to them on controlling their blood sugar levels and leading a healthy lifestyle.�UA was able to provide invaluable support towards controllinganother severe blood disorder by conducting thalassemia awareness and prevention campaigns as well. �The increased levels of awareness created by these campaigns resulted in reducing the spread of this disorder, which could have caused severe negative impacts towards communities.�We are pleased to have been able to achieve a certain level of outcomes through our CSR programmes conducted during year 2016. However, there is much work to be done to make a meaningful impact to society with our Union Manushyathwaya CSR brand. Therefore, we are committed to conduct more and more positively influential CSR initiatives to increase community engagement.� Director / Chief Executive Officer of Union Assurance, Dirk�Pereira stated.�Union Assurance, being a private organization is doing an impressive contribution towards the community by bringing forth its CSR brand Union Manushyathwaya. I hope that, through Union Manushyathwaya, Union Assurance will be able to do more to help the communities of the country,� stated Dr. Ruwan Wijeyamuni, Chief Medical Officer of the Public Health Department of the Colombo�Municipal Council.��Union Assurance has been a partner in the battle against Thalassemia for a long time. It cannot be expressed adequately how great the impact of these initiatives have been. I wish them all the very best and hope that they will continue to provide their invaluable support in the future in a much greater way,� expressed Dr. J. M. Nilam, Child Specialist of the National Thalassemia Centre - Kurunegala.��",dengue
Susanthika airlifted to Colombo,"2016-12-29 16:46:26							6						 				15258","Olympic Silver Medalist Susanthika Jayasinghe who was admitted to the Diyatalawa Hospital on Tuesday after she suddenly fell ill, was airlifted to the National Hospital in Colombo today.She was admitted to the Diyatalawa Hospital with an attack of dengue and was later transferred to the Intensive Care Unit (ICU) of the Hospital.Diyatalawa Base Hospital Director Dr. Ranjith Amarakoon said Susanthika was airlifted to Colombo in a Sri Lanka Air Force commercial flight, after the Sports Ministry offered to pay the air fare.Meanwhile, National Hospital Coordinator Pushpa Ramyani de Soysa said Mrs. Jayasinghe was recovering from fever.(Darshana Sanjeewa)",dengue
Susanthika still in ICU: Hospital,"2016-12-28 13:16:13							8						 				12606","Olympic Silver Medalist Susanthika Jayasinghe who was admitted to the Diyathalawa Hospital yesterday with an attack of dengue was recovering from the fever but still undergoing treatment at the Intensive Care Unit (ICU), Diyathalawa Base Hospital Director Dr. RanjithAmarakoon said.",dengue
