Title,Date,Article_content,type
Keith Noyahr abduction and assault: CID taken to task for lack of progress,"2018-06-07 10:00:10							6						 				3702","When the Keith Noyahr abduction and assault case was taken up in Mount Lavinia Magistrate's Court yesterday (6), the CID was reprimanded by Additional Magistrate Lochana Abeywickrama for repeating the facts provided to court on the last date of hearing instead of submitting new evidence which would help the case to move forward.When the case was taken up in Courts, Defense Counsel Malka Deneththi informed the Magistrate in further reports that the CID was repeating the same facts and it had not completed its investigations.The CID also requested the Magistrate to make an order for them to record a further statement from the eighth suspect of the case, retired Major General Amal Karunasekara. The Magistrate made the order.Seven suspects who were previously released on bail were presented in court along with Major Bulathwatta of the Military Intelligence Corps who was arrested later and was the eighth suspect in the case. (Yoshitha Perera)",non-dengue
Govt. to review FTA with China : Malik,"2018-06-07 08:58:03							7						 				2270","The Sri Lankan government will hold ministerial level talks with China to review and iron out contentious issues in the proposed Free Trade Agreement (FTA) between the two countries, Development Strategies and International Trade Minister Malik Samarawickrama said.He told Daily Mirror yesterday he would seek a meeting either in Beijing or here in August to discuss how to proceed with the FTA with China.""We have made representations to the Chinese government and are awaiting its response,"" he said.The FTA was initiated by the Rajapaksa regime. The two sides also appointed negotiating teams. However, there was a change after the new government took office in 2015.Sri Lanka has already pledged its support to China�s Belt and Road initiative. The government recently signed a FTA with Singapore and had held several rounds of talks with India for an Economic and Technology Cooperation Agreement (ETCA) . (Kelum Bandara)",non-dengue
SLPP takes over Maharagama UC,"2018-06-07 07:37:27							10						 				6220","The Sri Lanka Podujana Peramuna (SLPP) list for the election to the Maharagama Urban Council was rejected but managed to get six of its members including former mayor Kanthi Kodikara nominated to the local body yesterday.After the SLPP nomination list was rejected, the SLPP backed the independent group that contested the polls under the 'bicycle' symbol and won with the backing of former president Mahinda Rajapaksa. There was an agreement that its elected members would resign later making way for the nomination of SLPP members.Six of its members resigned enabling the SLPP to nominate its members. Mrs. Kodikara who was the team leader of the SLPP was among them.Her husband Western Province councillor Upali Kodikara told Daily Mirror the other 19 members elected under the bicycle symbol would resign in batches making way for the SLPP to take control of the Maharagama UC. (Kelum Bandara)",non-dengue
Minister should obtain approval to import vaccines: GMOA,"2018-06-07 06:07:39							13						 				4661","Health Minister Rajitha Senaratne should obtain the approval of the Sri Lanka College of Oncologists (SLCO) before importing foreign cancer treatment vaccines, the Government Medical Officers� Association (GMOA) said yesterday.GMOA Vice President and Consultant Gynaecologic Oncologist Dr. Sarada Kannangara told Daily Mirror that oncology was a specialised area that required the approval of not only the National Medicines Regulatory Authority (NMRA) but also the SLCO.Dr. Kannangara said it was not informed that the minister had sought approval of the SLCO to introduce cancer treatment vaccines to the country.�It is unethical if the minister wishes to import cancer treatment vaccines by depending only on the NMRA. There are no different brands to cancer treatment drugs, but only bio similarity drugs. So trials should be conducted on each product. If it is an antibiotic, then there is no harm in purchasing low-priced drugs, but complications may occur when using a bio similarity oncology drug. Therefore, it should be recommended by an expert oncology body in the country. It is vital that this committee consists of a number of oncologists to examine the new drug. We urge the minister and relevant authorities to reveal the approvals obtained to bring down new drugs,� he said.Minister Senaratne recently said that he was in the process of registering two new foreign cancer treatment vaccines. (Thilanka Kanakarathna)",non-dengue
Mobile App to end all forms of ragging in Uni's launched,"2018-06-07 03:32:40							15						 				6561","An application (App) for mobile devices has been launched for state university students to instantly inform the authorities of ragging incidents as a step to eradicate the�ragging menace from universities, Higher Education Minister Wijeyadasa Rajapakshe said yesterday.Minister Rajapakshe told Daily Mirror that all state university students in the country had access to this application and they could inform the University Grants Commission (UGC) of ragging incidents via the App.He said this application was available 24 hours of the day and added that the UGC would be monitoring it and could identify the students current location at all times.He also said the local police in the relevant area would be alerted as soon as any student sends a distress call about an ongoing ragging incident and were expected to respond immediately.�Any student can download this application starting from yesterday and we urge them to make use of the technology, developed by Information and Communication Technology Agency (ICTA) at the Ministry�s request, to inform the authorities without delay,� he said.He said ragging in universities was on the rise with many serious incidents, including sexual harassment, not even being reported.�In total around 280 ragging incidents were reported to have taken place in state universities last year which were not reported to the police due to various issues. (Kalathma Jayawardhane)",non-dengue
TNL hadn't paid licence fee so station closed: TRC,"2018-06-07 02:24:08							5						 				2508","The TNL's Polgahawela transmission station was shut down because it had not paid the licence fee to use VHF CH 11 or VHF CH 3 frequencies, the Telecommunications Regulatory Commission of Sri Lanka (TRCSL) said.The TRC said Telshan Networks (Pvt) Ltd. (TNL) had obtained valid licences for nine such stations by paying the relevant fees for 2018.�The TNL has transmission licences for Colombo, Nuwara Eliya (Mt. Oliphant), Karagahatenna, Piliyandala, Awissawella, Badulla, Gongala, Hantana and Ratnapura. It has operated VHF CH 11 and CH 3 from time to time for a considerable period of time in contravention of Section 22 of Sri Lanka Telecommunication Act No. 25 of 1991 causing interference to other licensed Government broadcasters. The TRCSL informed TNL to shut down this illegal transmission on April 27, 2016. It had ignored our letter and continued transmissions causing interference to Government channels and without making due payment, causing loss to the Government,� the TRC said.It said action was taken against illegal broadcasting stations operated by different companies including Sri Lanka Broadcasting Corporation at Balangoda.�A television transmitter should be used at each of the above locations and a valid licence should be obtained under Section 22 of Sri Lanka Telecommunications Act No. 25 of 1991 as amended by Act No 27 of 1996. The licence issued will be valid for a period of one year and renewable for another year, on payment of relevant licence fee. Therefore, TRCSL had been compelled to take action against this violation based on above grounds and TRCSL emphasizes that there is no any other undue ambition behind this action,� the TRC said. (Chaturanga Samarawickrama)",non-dengue
"Govt. intent on bringing Udayanga, Jaliya to justice: PM","2018-06-07 01:14:55							23						 				5193","The government has stepped up its efforts to bring former diplomats Jaliya Wickramasuriya and Udayanga Weeratunga to justice, Prime Minister Ranil Wickremesinghe told Parliament yesterday.PM Wickremesinghe said this in response to a question raised by Chief Opposition Whip Anura Kumara Dissanayake in this regard in the House last morning.Mr. Wickremesinghe said Jaliya Wickramasuriya had been charged with misusing US dollars 300,000 by claiming that the money was spent to purchase a new building to be used as the Sri Lankan Embassy in the US.He said the Financial Crimes Investigation Department (FCID) had taken over the case and notice was issued for him to appear in court.�A warrant has been issued seeking his arrest as he had failed to report to court as per the notice issued,� the Prime Minister said, adding that subsequently search warrants were obtained to check the assets, including the bank accounts, of Wickramasuriya.He said Udayanga Weeratunga has been charged with committing a fraud with regard to the purchase of MIG aircraft from Ukraine.He was thought to be hiding in the U.A.E at present. The government is working closely with the U.A.E government to bring him to face justice in Sri Lanka after a warrant was issued for his arrest.The Prime Minister said notices have been issued to prevent Weeratunga's lands in Dompe from being sold until the case against him is over. (Yohan Perera and Ajith Siriwardana)",non-dengue
Extraditing Mahendran: S'pore wants SL to check on the procedure,"2018-06-06 23:10:53							28						 				12104","Prime Minister Ranil Wickremesinghe told Parliament today that the Singapore government had asked the Sri Lankan government to make a request about the procedure to extradite Central Bank's former governor Arjun Mahendran as its laws did not allow Singapore to arrest him based on an Interpol red notice.He said the CID had made a formal request from the Defense Secretary on April 25 because our extradition laws were under his purview.The Prime Minister said this when responding to a question asked by Chief Opposition Whip Anura Kumara Dissanayake whether the Sri Lankan government had sought international assistance to locate and arrest Mr. Mahendran based on Interpol blue and red notices issued on April 5 and 10.The PM said he did not know where Mahendran resided in Singapore in response to a question as to why he could not help locate Mr. Mahendran because the latter was his friend.�I knew where he lived earlier but he had changed his address several times thereafter,� the Prime Minister said and added that he had lost contact with Mr. Mahendran since the presidential commission began its investigations. �He used to inform me whenever he went abroad during his tenure as governor but he had not done so after he left Central Bank. The present governor of Central Bank also informed me whenever he goes abroad but I don�t expect him to do the same when he leaves the post.""However, the PM informed the House that he had questioned Mahendran whether it was a correct for him to leave the country to attend a family wedding in 2016 when a probe was being carried out on the bond scam.Responding to another question asked by Mr. Dissanayake whether he accepted that something illegal had taken place, the Prime Minister said legal action was being taken because something illegal had taken place. (Yohan Perera and Ajith Siriwardana)",non-dengue
PM must help bring back Mahendran: JVP,"2018-06-06 22:05:47							24						 				3028","JVP leader Anura Kumara Dissanayake said today Prime Minister Ranil Wickremesinghe and former president Mahinda Rajapaksa should take the responsibility to bring back to the country Central Bank's former governor Arjun Mahendran, former Sri Lanka ambassador to Russia, Udayanga Weeratunge and former Sri Lankan ambassador to US Jaliya Wickramasuriya, who were absconding after defrauding public funds.He told parliament that Mr. Wickramasuriya and Mr. Weeratunge were relatives of the ex-president and Mr. Mahendran a confidant of the Premier.""Mr. Mahendran was appointed as CB governor on the recommendation of the Prime Minister. He is the Premier's close confidant. So he has a personal responsibility to make an effort to bring down Mr. Mahendran without seeking international assistance,"" Mr. Dissanayake said.He said Mr. Mahendran was the government authority assisting Arjun Aloysius to engage in the bond scam.""Aloysius did not loot the CB alone. It was Mr. Mahendran who assisted him to do so,"" Mr. Dissanayake said.He asked the Prime Minister whether any action had been taken to prevent Mr. Mahendran's property being sold or suspended as in the case of Jaliya Wickramasuriya and Udayanga Weeratunge. (Ajith Siriwardana and Yohan Perera)",non-dengue
No politics in shutting down TNL's transmitting station,"2018-06-06 21:30:06							18						 				5477","Cabinet spokesman and Health Minister, Rajitha Senaratne said no politics was involved in the shutting down of the Polgahawela transmission station belonging to the Telshan Network (Pvt) Ltd, (TNL) and the decision was independently taken by the Telecommunication Regulatory Commission (TRC) based on its regulations.Addressing the weekly cabinet news briefing today, he said the government expected that it would reopen sooner than later after the liscence fees were paid to the TRC.�This government has no intention of shutting down media establishments like in the past but to give them the full freedom to function independently. I believe that the TNL will start operations in the next few days,� the minister said.� (Sandun A Jayasekera)",non-dengue
Hema Nalin Karunaratne's Death -Intra-ventricular hemorrhage the cause,"2018-06-06 20:40:45							0						 				7630","The postmortem examination report has revealed that Hema Nalin Karunaratne had died from an intra-ventricular hemorrhage of his brain with hypertensive heart disease, Police media spokesman Ruwan Gunasekara said today.The veteran journalist, compere and TV presenter passed away on Tuesday at the age of 55. (Darshana Sanjeewa)�Video by Damith",non-dengue
Strong winds from tomorrow: Met.Dept.,"2018-06-06 19:33:24							1						 				5547","The South-West monsoon will result in winds over the island and the sea with rains in North-Western parts of the country from tomorrow, the Meteorology Department said today.It said strong winds of up to 60 to 70 kmph could be expected in the Jaffna, Mannar, Mullaitivu, Vavuniya, Kandy, Nuwara Eliya, Matale, Badulla, Monaragala, Kurunegala, Puttalam, Ratnapura and Kegalle districts.The Met Department said there would be strong winds from time to time until June 11 warned the people to remain vigilant.It said fairly strong winds of up to 50 kmph can be expected elsewhere, particularly in South-Western parts of the island.The duty forecaster said seas in the Bengal Bay would be rough caused by low pressure.�There will be no direct impact on the country from the low pressure area. However those who conduct naval and fishing activities around Bengal Bay should be cautious,� the Met department said.He said sea areas extending from Colombo to Trincomalee via Kankesanturai and sea areas extending from Hambantota to Batticaloa via Pottuvil can be rough with wind speeds increasing up to 60-70 kmph at times. (Thilanka Kanakarathna)",non-dengue
PM at ICT forum 2018,"2018-06-06 18:38:17							4						 				2973",The� Information and Communication Technology (ICT) forum organized by the National Chamber of Exporters of Sri Lanka was held in Colombo today under the patronage of� Prime Minister Ranil Wickremesinghe.He said at the event that Ministries of Finance and Education are working on providing ipads to school children together with some private firms. Pix by Pradeep Pathirana���,non-dengue
GCE A/L - Health to be made a compulsory subject,"2018-06-06 16:45:31							20						 				6411","On a Cabinet decision, 'Health' will be made a compulsory subject for the GCE (A/L) examination from next year, Cabinet spokesman and Minister, Gayantha Karunatilaka said today.He said this decision was take after considering the proposal submitted by the Committee of Experts on Educational Reforms and a proposal by Health Minister Rajitha Seneviratne.The minister said the objective of making the Health compulsory was to create awareness among the youth about good health, diseases and their prevention and cultivating good health habits.The Cabinet also approved a proposal by Prime Minister Ranil Wickremesinghe for a soft loan scheme of up to Rs.2 million to establish day care centers.""With the intention of early detection and prevention of diseases, it has been proposed to purchase and install a 3-Tesla MRI scanning machine at the Maharagama National Cancer Hospital and Gamma Knife Package and PET/CT Machines at Kandy Hospital. Cabinet also approved the proposal made by the Health Minister to callfor a detailed proposal from Odelga Med. G.m.b.H. in Austria and to discuss with Unicredit Bank in Austria for providing funds for this purpose,"" the minister said. (Sandun A Jayasekera)�Video by Sanjeewa",non-dengue
Having a UNP Dy Speaker violates National Govt. concept: JO,"2018-06-06 14:20:20							30						 				4108","The Joint Opposition (JO) today said electing both the Speaker and the Deputy Speaker from the same political party-the United National Party-was against the principles of the National Government concept.JO MP Mahinda Yapa Abeywardena said the basic agreement of the National Government was to appoint the Speaker from the UNP and the Deputy Speaker from the Sri Lanka Freedom Party (SLFP).�Today it has been changed. Therefore, we request the Govt. to take off the so called �National Government� label at least now, since there is no such thing today. Today, SLFP Ministers had become stakeholders of the UNP,� he told a news briefing. (Lahiru Pothmulla)�Video by Sanjeewa",non-dengue
Three HQIs and 31 OICs transferred,"2018-06-06 12:46:41							4						 				4217",Three HQIs and 31 OICs of Police have been transferred by the National Police Commission (NPC) with immediate effect based on service requirements.Police said IGP Pujith Jayasundara had recommended the transfer of eight Chief Inspectors (CI) and 26 Inspectors (IP).,non-dengue
Beach cleaning campaign at Induruwa,"2018-06-06 12:25:24							2						 				3155","USAID, Sri Lanka Army and the Southern Provincial Council organised a beach cleaning campaign together with the local community to cleanup the Induruwa Beach and separate the recyclable materials to mark the World Environment Day on Tuesday. Pix by Pradeep Pathirana",non-dengue
3-wheel driver has tooth broken for giving his number to 'Chooti Nangi',"2018-06-06 10:40:26							8						 				7862","A lift given to a school-girl by a three-wheeler driver had landed him in a whole lot of trouble with her cousin and three of his pals.The girl, who was approaching the main road from a side road was accosted by the three-wheel driver who asked if she was going to the main road. When she replied in the affirmative, he told her to get in as he was going that way. Upon getting in the 3-wheel driver began to question her about school, her home address etc. She had given him all the information he asked for. After they reached the main road she had got down and thanked him for his kindness in offering her a lift. He had reciprocated by giving her his phone number and took off after giving her a sign for her to call him.Meanwhile, her cousin had got to know of the fact that a three-wheeler driver had offered her a lift and he had managed to get his hands on the paper with the phone number written on it. He had decided to teach this Romeo a good lesson and had hatched a plot with three of his friends to confront the man and take his revenge. He along with his friends had sent an SMS to the three-wheel driver pretending that it was sent by his cousin explaining that she wanted to meet him and naming the place where they could meet.The 3-wheel driver swallowed the bait and arrived at the meeting spot only to be confronted by the girl's cousin and his three friends who beat him unmercifully, breaking one of his teeth in the process.They were arrested by the Bandaragama Police.(B. S. Jayasinghe)",non-dengue
Range Bandara's son injured in accident,"2018-06-06 10:11:14							40						 				19357",State Minister Palitha Range Bandara's son Yashoda and Puttalam Pradeshiya Sabha Chairman were injured when their vehicle driven by State Minister�s son veered off the road and crashed into a house at Kottapitiya in Chilaw early this morning.Initial Police investigations revealed that the cab belonging to the Irrigation Ministry had crashed into the house when the driver lost control of the vehicle.The cab and house were heavily damaged due to the accident.The 25-year-old Yashoda Range Bandara and Pradeshiya Sabha Chairman Anjana Sandaruwan were admitted to the Chilaw Hospital. (Darshana Sanjeewa and Jude Samantha)�Video by Hiran P.�Pix by Jude Samantha,non-dengue
Health minister to register two foreign cancer treatment vaccines,"2018-06-06 09:30:08							6						 				5235","Health Minister Rajitha Senaratne yesterday said he was in the process of registering two new foreign cancer treatment vaccines with National Medicines Regulatory Authority (NMRA) despite the controversial Taxacad also known as �Hearticad� cancer treatment vaccine which is already available in Sri Lanka.The Russian vaccine �Hearticad� which was brought down by the minister was rejected by the Sri Lanka College of Oncologists (SLCO) in the first quarter of last year fearing of complications as it was not commonly used around the globe.It was also learned that �Hearticad� was a newly introduced vaccine when it imported to the country first.Minister Senaratne said the decision was taken after concerning that no complications were caused to cancer patients after using the Russian made �Hearticad� vaccine.The minister revealed this following an observation visit at the Matale District Hospital.The Minister said that earlier the ministry had to bear a cost of around Rs 280,000 for one vaccine however he was able to import it for Rs 144,000 from Russia.Minister said he had taken measures to import the said vaccine for Rs 84,000 now.He explained that no complications had occurred to cancer patients by the Russian product, therefore, he had applied for registration of two more vaccines. (Thilanka Kanakarathna)",non-dengue
Ranil at Ifthar Night,"2018-06-06 08:50:29							5						 				4080","Prime Minister Ranil Wickremesinghe, Minister Rauff Hakeem and State Minister A. H. M. Fowzie during the Ifthar held at Temple Tress last evening. The Ministers were among many who participated in the ifthar. Pix By Pradeep Pathirana",non-dengue
Main associate of drugs leader Keselwatte Dinuka arrested,"2018-06-06 08:28:36							6						 				5256","The 33-year-old Vidanage Asanka Sanjeewa, a main associate of notorious drug leader �Keselwatte Dinuka�, was arrested by the Police Special Task Force on charges of possessing 10 grams of heroin at Keselwatta last night.Police said Keselwatte Dinuka is residing abroad and Asanka who is a resident in Colombo 12, was handling the Dinuka�s drugs network in the country.He was arrested following a tip off near the Gunasinghapura housing scheme and handed over to the Organized Crimes Prevention Division.(Darshana Sanjeewa)",non-dengue
186 people have received money from PTL: Keerthi,"2018-06-06 07:20:53							24						 				5532","Nearly 186 people had received money from Arjun Aloysius, Campaign for Free and Fair Elections (CaFFE) and Centre for Human Rights and Research Sri Lanka (CHR) Executive Director Keerthi Tennakoon said yesterday.He said these figures might increase as more and more hidden data on the bond scam were exposed.�We have done our part in educating the people on the bond scam. Now, it is up to the officials to take necessary action and expose the details of those who have received money from Arjun Aloysius,� Mr. Tennakoon said. �Politicians, state officials, religious leaders, journalists and some others are included in the list. We urge those responsible to expose these names before we unearth them and release them to the people.�He said he had written to Speaker Karu Jayasuriya requesting him to obtain affidavits from the newly appointed Committee on Public Enterprises (COPE) members, to prove they had not obtained any funds from Mr. Aloysius. (Sheain Fernandopulle)",non-dengue
Ajith denies allegation of obtaining money from Aloysius,"2018-06-06 06:52:43							4						 				4047","State Minister of Power and Renewable Energy Ajith P Perera yesterday vehemently denied that his personal security officer had encashed a cheque received from Perpetual Treasuries Chief Arjun Aloysius.This allegation was made by Joint Opposition MP Mahindananda Aluthgamage earlier in Parliament last afternoon. � I have not had any telephone conversations with Aloysius, had not taken any money from him. I hardly know the Perpetual Treasuries Chief,� State Minister Perera said. (Yohan Perera and Ajith Siriwardana)",non-dengue
Knuckles range: Minister wants report on area marked for development,"2018-06-06 05:55:53							11						 				5387","Amid allegations that plans are afoot to acquire land from the Knuckles range, Agriculture Minister Mahinda Amaraweera is reported to have sought a detailed report on the area earmarked for development work.Earlier, the Malwatte Chapter Maha Nayake the Most. Ven. Thibbatuwave Sidartha Sri Sumangala Thera raised concerns about plans to acquire land from the forest reserve for various purposes.The matter had come up for discussion at yesterday's Cabinet meeting. Minister Amaraweera had requested Highways and Higher Education Minister Kabir Hashim to submit details about the lands to be acquired. (Kelum Bandara)",non-dengue
Company that got Norochcholai Power plant tender paid US $ 20 mn as commission,"2018-06-06 03:52:49							20						 				13853","A sum of US $ 20 million has been obtained as commissions from a foreign company involved in the construction of the Norochcholai Power plant, State Minister of Power and Renewable Energy Ajith P. Perera told Parliament yesterday.State Minister Perera made this revelation in response to an oral question raised by government MP Nalin Bandara in the House last afternoon. He said that there was evidence to say that certain irregularities had taken place when constructing the power plant, � the State Minister said.State Minister Perera also revealed that there had been irregularities pertaining to tenders to supply coal from 2010 to 2015. He said a contract had been awarded to a company named Nobel Resource Limited for the supply of coal to the CEB without tenders being called. The State Minister said a sum of US Dollars 366. 353 million had been paid to this company for supplying 4,585, 670 metric tonnes of coal without a tender procedure.According to State Minister Perera, the company Nobel Resource Limited has supplied a total of 4,585, 670 MT of coal to the Ceylon Electricity Board from 2010 to 2015He said that the operation of the Norochcholai Coal Power plant was interrupted for 24 days as the company failed to supply coal on time. The time duration was from September 28, 2011 to October 23, 2011. The loss to the government by this shipment delay was Rs. 3500 million. He pointed out that a further Rs. 12,500 million loss had been recorded for the same reasons during years 2014-2015 as well. (Yohan Perera and Ajith Siriwardana)",non-dengue
Lankan nabbed with forex worth Rs.47.3mn at BIA,"2018-06-06 01:46:59							1						 				5498","A passenger was arrested at the Bandaranaike International Airport (BIA) yesterday evening with foreign currency worth Rs.47.3 million that he was attempting to smuggle to Singapore, Deputy Customs Director and Acting Spokesman Vipula Minuwanpitiya said.He said the 28-year-old suspect was arrested with the foreign currency which had been concealed inside three travelling bags with false bottoms in them and inside the folders of a stationary file.The customs revealed that the suspect was a resident of Negombo.The raid was conducted on a tip-off received from Aviation Security staff, Mr. Minuwanpitiya said. �The foreign exchange was made up of Saudi Riyal, Oman Riyal, Swiss Francs, Danish Kroners, Norwegian Kroners, Japanese Yen, Hong Kong Dollars, Euros and US Dollars equal to Rs.47,389,404.63,� he said.Investigations were carried out under the direction of Customs Director O.M Jabeer by Deputy Directors O.J. Obeysekera,V. Minuvanpitiya and Customs Superintendents A.N James, M.Wimalasena and S. Sumanasekera along with Assistant Superintendents P.M.I Vimukthi, H.C.M. Perera, A.M.A.S. Amarasinghe, K.A.H. Anuruddhika and A.H.M. Amrin. (Chaturanga Samarawickrama)",non-dengue
TNL transmission Centre: Mangala to present a report in parliament,"2018-06-05 22:05:58							4						 				7791","Media Minister Mangala Samaraweera said today he regretted the shutting down of the transmission centre belonging to TNL television at Polgahawela and assured that he would submit a report in parliament on the matter.In response to a question raised by joint opposition MP Wimal Weerawansa, Mr. Samaraweera told parliament that he did not have much information on the matter and assured him that he would look into it and submit a report to parliament soon.""I got to know about it only an hour before it was shut down. I tried to contact the chairman of the TRC but I couldn�t get through to him,"" he said.MP Wimal Weerawansa said he did not approve of a media institution being forced to shut down in this manner. ""The TNL has been very critical of President Sirisena recently. I doubt that it led to the shutting down,"" the MP said.Mr. Weerawansa said a powerful hand must be behind this move and added that such a decision could not have been taken by the TRC chairman alone.Minister Harsha De Silva said the TRC was under the purview of the President and added that media freedom should be ensured.""I'd like to remind the President that we established the good governance government to ensure media freedom,"" he said.Minister Samaraweera pointed out that politicians should be able to face both praise and criticism and added that he and the Prime Minister were heavily criticised by the Sirasa network but they had no issue with them. (Ajith Siriwardana and Yohan Perera)",non-dengue
Singapore FTA: JO challenges Malik to a debate,"2018-06-05 21:22:45							6						 				4078","The joint opposition today challenged Minister Malik Samarawickrama to a debate on the Free Trade Agreement (FTA) with Singapore and urged President Maithripala Sirisena to suspend the FTA.JO MP Bandula Gunawardana told a news conference said Development Strategies and International Trade Minister Malik Samarawickrama or Ministry Secretary Chandani Wijewardana could fix a date for a debate at which the JO would reveal the truth about the Singapore FTA.�This FTA should not be allowed to function, as it had betrayed Sri Lanka. The minister says anyone can access the FTA online. But only the English version is available so far. Therefore, people are not aware of its content. As far as we know, 13 ministers had submitted amendments to the FTA but none of them had been accepted,� he said.The MP said the minister did not even bother to present the FTA to Parliament and that it was the JO which presented it to Parliament.""If the FTA is not suspended immediately, the President will have to take the responsibility for betraying the country,� the MP said. (Lahiru Pothmulla)�Video by Sanjeewa",non-dengue
Transactions with PTL chief: Security officers of 24 officers quizzed: Aluthgamage,"2018-06-05 20:30:22							10						 				6594","CID has questioned the personal security officers of 24 MPs who had reportedly encashed cheques given by PTL owner, joint opposition MP Mahindananda Aluthgamage told Parliament today.He said his party wanted the names of those MPs who transacted business with Mr. Aloysius so that if any of them were members of the COPE, they could be removed from it. �We have said earlier that COPE members who had transacted business with the PTL Chief should be removed,� the MP said.State Minister Ajith P. Perera who responded said, MPs such as Mr. Aluthgamage cannot afford to talk on the bond scam because they are facing various charges and involved in court cases. �I suggest that MPs who had transacted business with PTL should not be allowed to be in any of the Committees,� he said.Mr. Aluthgamage said Mr. Perera�s personal security officer had also questioned by the CID. �I accept there are court cases against me but I would like to say that the state minister's personal security officer had also questioned,� he said. (Yohan Perera and Ajith Siriwardana)",non-dengue
TNL Chairman to take legal action against TRCSL,"2018-06-05 19:12:39							5						 				12194","TNL Chairman Shan Wickremesinghe today said the move to shut down their Polgahawela transmission centre was not only unjust but also sudden and that he would take legal action against the TRCSL.He said he was not informed of the court order which had been obtained by the TRCSL to search the transmission centre.�The TRC has obtained the warrant on false grounds. We have been paying for the transmission centre for 25 years up to December in 2016. Afterwards, the TRCSL informed us there is an issue with the frequencies. Therefore, I stopped making any further payments awaiting clarification from the TRCSL on the issue of new invoices. Though we gave them several reminders, the TRCSL failed to send us new invoices. The fault is at their end,� Mr.Wickremesinghe told Daily Mirror.He said the TNL has nine transmission centres including the one at Polgahawela and that the TRCSL has informed him they would raid other centres as well.�They said they would inspect the transmission centres at Karagahathenna and Hanthana as well. Closing down of the Polgahawela centre had already affected the TNL transmission in many areas. I will sue the TRCSL demanding compensation for the obstruction it had caused and the equipment it had confiscated,� he said. (Lahiru Pothmulla)",non-dengue
World Environment Day,"2018-06-05 18:44:44							0						 				3584",Hunupitiya Gangarama Temple Chief Incumbent of the Ven. Galboda Gnanissara Thera and Bank of Ceylon's former chairperson Sumi Munasinghe are seen planting a jack-fruit plant at the Mutthiah Park to mark World Environment Day today. Pix by Pradeep Dilrukshana,non-dengue
UNP MP Kumarasiri elected Deputy Speaker,"2018-06-05 17:39:00							4						 				6412",UNP MP Ananda Kumarasiri was today elected Deputy Speaker by a majority of 44 votes in a secret ballot.Ninety-seven members voted for Mr. Kumarasiri and Dr. Sudarshini Fernandopulle obtained 53 votes while more than 75 members were not in Parliament.UNP MP Buddhika Pathirana proposed Mr. Kumarasiri�s name while MP S.B. Dissanayake proposed Dr. Fernandopulle�s name on behalf of the UPFA and the joint opposition.Opposition Leader R. Sampanthan then suggested that all parties should come to a consensus and appoint Dr. Fernandopulle to the post. (Yohan Perera and Ajith Siriwardana),non-dengue
TNL transmission centre shut down,"2018-06-05 16:06:59							29						 				15874","A TNL transmission centre at Polgahawela was shut down today on a court order issued by the Polgahawela Magistrate�s Court, the Telecommunications Regulatory Commission of Sri Lanka (TRCSL) said.It said its officials and CID detectives yesterday raided the TNL-owned transmission station in Polgahawela because the network had not obtained the annual transmission licence from the TRC and had failed to make payments since last year.The TRC said it was a punishable offence to transmit without a valid TRC licence according to the consolidated Act No.25 of 1991, as amended by the Sri Lanka Telecommunications (Amendment) Act No 27 of 1996.�False social media posts are circulating saying the said transmission station was raided even when the station has already made relevant payments to the TRC. However, there was no payment made to the TRC since 2017,� it said. (Chaturanga Samarawickrama)",non-dengue
"New SLFP Secretary gets Maithri, Mahinda mixed up","2018-06-05 15:37:59							19						 				13762","The newly appointed General Secretary of Sri Lanka Freedom Party (SLFP) Professor Rohana Lakshman Piyadasa, inadvertently referred to former President Mahinda Rajapaksa as the leader of his party in his maiden remarks to the press after assuming duties.Interestingly, incumbent SLFP leader�President Maithripala Sirisena was also present when Professor Piyadasa�made�these remarks.It appeared to be a slip of the tongue as he corrected himself immediately.�Video by Buddhi",non-dengue
Mangala Vice Chairman UNP,"2018-06-05 14:40:55							16						 				8271","Finance Minister Mangala Samaraweera had been appointed Vice Chairman of the United National Party (UNP) by Prime Minister Ranil Wickremesinghe.The Letter of Appointment was dated on April 26, 2018.The appointment was effective April 26, 2018.The Minister Tweeted that as his first appointment, he was appointed as the SLFP Organiser for Matara district 30 years ago.�I didn't even, in my wildest dreams thought that I would get such a position in the grand old party,� he TweetedThe letter said the appointment was made in terms of Article 7.1(1) of the Party Constitution as a member of the Working Committee. (Chaturanga Samarawickrama)",non-dengue
Hema Nalin passes away,"2018-06-05 14:28:52							11						 				21036","Veteran journalist, compere and TV presenter Hema Nalin Karunaratne passed away at the age of 55 today.�Video by Damith��",non-dengue
"Only a few sections of report, so cannot be tabled-Speaker","2018-06-05 13:55:25							6						 				5934","Speaker Karu Jayasuriya informed Parliament a short while ago that only some sections of the Bond Commission Report had been received and that they would be tabled, when the remaining sections were also received. He said he had requested for them as well.",non-dengue
"President�s former Chief of Staff, ex-STC Chairman re-remanded","2018-06-05 12:12:32							3						 				2853","President�s former Chief of Staff I. H. K. Mahanama and former State Timber Corporation (STC) Chairman P. Dissanayaka who were arrested for� accepting a bribe of Rs.20 million from an Indian businessman, were further remanded till June 19 by Colombo Chief Magistrate Ranga Dassanayake today.The Magistrate�s decision on whether to grant bail to the suspects would be made at the next hearing. (Yoshitha Perera)�Video by Courts Prasanna",non-dengue
